import time: self [us] | cumulative | imported package
import time:      3979 |       7346 |                                       fsspec.spec
import time:       412 |        412 |                                       isal
import time:      1576 |       1576 |                                       gzip
import time:       401 |        401 |                                       lzmaffi
import time:       302 |        302 |                                       snappy
import time:       220 |        220 |                                         lz4
import time:        55 |        275 |                                       lz4.frame
import time:       225 |        225 |                                       backports
import time:       216 |        216 |                                       zstandard
import time:      1192 |      13190 |                                     fsspec.compression
import time:      1287 |       1287 |                                       fsspec.registry
import time:      1340 |       2627 |                                     fsspec.core
import time:       874 |        874 |                                     fsspec.exceptions
import time:      1338 |       1338 |                                     fsspec.mapping
import time:     40093 |      64841 |                                   fsspec
import time:      1751 |       1751 |                                     fsspec.implementations
